system_index,precipitation,geo,source_file
222,663.2222855252537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.20771667331492,35.91015348267787]}",rr12.csv
223,684.5053268104483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.252632437520894,35.91015348267787]}",rr12.csv
224,684.5053268104483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.29754820172687,35.91015348267787]}",rr12.csv
225,681.1734602533431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.34246396593284,35.91015348267787]}",rr12.csv
226,677.8140432944633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.387379730138825,35.91015348267787]}",rr12.csv
227,670.3989133691067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.4322954943448,35.91015348267787]}",rr12.csv
228,652.5729548410288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.477211258550774,35.91015348267787]}",rr12.csv
229,627.2201506818546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.52212702275675,35.91015348267787]}",rr12.csv
230,625.2125972179056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.56704278696272,35.91015348267787]}",rr12.csv
231,629.5411302744178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.611958551168705,35.91015348267787]}",rr12.csv
232,627.4409176566896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.354317153401375,35.955069246883845]}",rr12.csv
233,627.4409176566896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.39923291760735,35.955069246883845]}",rr12.csv
234,648.3578158766305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.444148681813324,35.955069246883845]}",rr12.csv
235,644.484910495177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.4890644460193,35.955069246883845]}",rr12.csv
236,602.4422476298896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.53398021022527,35.955069246883845]}",rr12.csv
237,610.9131288983924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.578895974431255,35.955069246883845]}",rr12.csv
238,638.8667505373571,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.62381173863723,35.955069246883845]}",rr12.csv
239,677.3409348210309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.668727502843204,35.955069246883845]}",rr12.csv
240,694.7181492643394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.71364326704918,35.955069246883845]}",rr12.csv
241,674.0742032044822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.75855903125516,35.955069246883845]}",rr12.csv
242,708.3662246422502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.803474795461135,35.955069246883845]}",rr12.csv
243,708.3662246422502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.84839055966711,35.955069246883845]}",rr12.csv
244,719.0082582449636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.893306323873084,35.955069246883845]}",rr12.csv
245,754.309900151505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.93822208807906,35.955069246883845]}",rr12.csv
246,655.2930494672612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.98313785228504,35.955069246883845]}",rr12.csv
247,582.846205328793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.028053616491015,35.955069246883845]}",rr12.csv
248,548.3538671717185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.07296938069699,35.955069246883845]}",rr12.csv
249,570.4496795481565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.117885144902964,35.955069246883845]}",rr12.csv
250,581.4829219974617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.162800909108945,35.955069246883845]}",rr12.csv
251,625.6463787563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.20771667331492,35.955069246883845]}",rr12.csv
252,631.1160089026985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.252632437520894,35.955069246883845]}",rr12.csv
253,631.1160089026985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.29754820172687,35.955069246883845]}",rr12.csv
254,634.4058760648538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.34246396593284,35.955069246883845]}",rr12.csv
255,626.0172688767045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.387379730138825,35.955069246883845]}",rr12.csv
256,642.2372160183731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.4322954943448,35.955069246883845]}",rr12.csv
257,638.8100294612232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.477211258550774,35.955069246883845]}",rr12.csv
258,645.56007619705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.52212702275675,35.955069246883845]}",rr12.csv
259,629.1531745372486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.56704278696272,35.955069246883845]}",rr12.csv
260,629.3189552611766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.611958551168705,35.955069246883845]}",rr12.csv
261,627.4409176566896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.354317153401375,35.99998501108982]}",rr12.csv
262,627.4409176566896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.39923291760735,35.99998501108982]}",rr12.csv
263,648.3578158766305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.444148681813324,35.99998501108982]}",rr12.csv
264,644.484910495177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.4890644460193,35.99998501108982]}",rr12.csv
265,602.4422476298896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.53398021022527,35.99998501108982]}",rr12.csv
266,610.9131288983924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.578895974431255,35.99998501108982]}",rr12.csv
267,638.8667505373571,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.62381173863723,35.99998501108982]}",rr12.csv
268,677.3409348210309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.668727502843204,35.99998501108982]}",rr12.csv
269,694.7181492643394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.71364326704918,35.99998501108982]}",rr12.csv
270,674.0742032044822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.75855903125516,35.99998501108982]}",rr12.csv
271,708.3662246422502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.803474795461135,35.99998501108982]}",rr12.csv
272,708.3662246422502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.84839055966711,35.99998501108982]}",rr12.csv
273,719.0082582449636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.893306323873084,35.99998501108982]}",rr12.csv
274,754.309900151505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.93822208807906,35.99998501108982]}",rr12.csv
275,655.2930494672612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.98313785228504,35.99998501108982]}",rr12.csv
276,582.846205328793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.028053616491015,35.99998501108982]}",rr12.csv
277,548.3538671717185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.07296938069699,35.99998501108982]}",rr12.csv
278,570.4496795481565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.117885144902964,35.99998501108982]}",rr12.csv
279,581.4829219974617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.162800909108945,35.99998501108982]}",rr12.csv
280,625.6463787563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.20771667331492,35.99998501108982]}",rr12.csv
281,631.1160089026985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.252632437520894,35.99998501108982]}",rr12.csv
282,631.1160089026985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.29754820172687,35.99998501108982]}",rr12.csv
283,634.4058760648538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.34246396593284,35.99998501108982]}",rr12.csv
284,626.0172688767045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.387379730138825,35.99998501108982]}",rr12.csv
285,642.2372160183731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.4322954943448,35.99998501108982]}",rr12.csv
286,638.8100294612232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.477211258550774,35.99998501108982]}",rr12.csv
287,645.56007619705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.52212702275675,35.99998501108982]}",rr12.csv
288,629.1531745372486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.56704278696272,35.99998501108982]}",rr12.csv
289,629.3189552611766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.611958551168705,35.99998501108982]}",rr12.csv
290,600.2330732318333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.354317153401375,36.0449007752958]}",rr12.csv
291,600.2330732318333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.39923291760735,36.0449007752958]}",rr12.csv
292,614.8935045618152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.444148681813324,36.0449007752958]}",rr12.csv
293,616.3880335166348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.4890644460193,36.0449007752958]}",rr12.csv
294,570.1662766900554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.53398021022527,36.0449007752958]}",rr12.csv
295,583.5531878768234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.578895974431255,36.0449007752958]}",rr12.csv
296,605.6540286080854,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.62381173863723,36.0449007752958]}",rr12.csv
297,642.1010763592601,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.668727502843204,36.0449007752958]}",rr12.csv
298,664.2026111683791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.71364326704918,36.0449007752958]}",rr12.csv
299,621.1961238128534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.75855903125516,36.0449007752958]}",rr12.csv
300,659.0435206898321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.803474795461135,36.0449007752958]}",rr12.csv
301,659.0435206898321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.84839055966711,36.0449007752958]}",rr12.csv
302,674.3666874461081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.893306323873084,36.0449007752958]}",rr12.csv
303,693.0001096019405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.93822208807906,36.0449007752958]}",rr12.csv
304,607.0589459804335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.98313785228504,36.0449007752958]}",rr12.csv
305,589.1147340957469,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.028053616491015,36.0449007752958]}",rr12.csv
306,551.8917703051022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.07296938069699,36.0449007752958]}",rr12.csv
307,562.6469429117518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.117885144902964,36.0449007752958]}",rr12.csv
308,573.0154482611049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.162800909108945,36.0449007752958]}",rr12.csv
309,620.3915474366202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.20771667331492,36.0449007752958]}",rr12.csv
310,646.6808281812014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.252632437520894,36.0449007752958]}",rr12.csv
311,646.6808281812014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.29754820172687,36.0449007752958]}",rr12.csv
312,643.2046220371374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.34246396593284,36.0449007752958]}",rr12.csv
313,623.3256194152342,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.387379730138825,36.0449007752958]}",rr12.csv
314,649.1993143190639,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.4322954943448,36.0449007752958]}",rr12.csv
315,640.683548415167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.477211258550774,36.0449007752958]}",rr12.csv
316,661.8826092589643,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.52212702275675,36.0449007752958]}",rr12.csv
317,655.9606290803058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.56704278696272,36.0449007752958]}",rr12.csv
318,633.1863278612727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.611958551168705,36.0449007752958]}",rr12.csv
319,622.6863133268698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.354317153401375,36.089816539501776]}",rr12.csv
320,622.6863133268698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.39923291760735,36.089816539501776]}",rr12.csv
321,644.9398540387122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.444148681813324,36.089816539501776]}",rr12.csv
322,649.9597411636224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.4890644460193,36.089816539501776]}",rr12.csv
323,601.1857931306768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.53398021022527,36.089816539501776]}",rr12.csv
324,621.1643501789367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.578895974431255,36.089816539501776]}",rr12.csv
325,650.454272528179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.62381173863723,36.089816539501776]}",rr12.csv
326,685.9628015496128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.668727502843204,36.089816539501776]}",rr12.csv
327,666.4213631321404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.71364326704918,36.089816539501776]}",rr12.csv
328,652.3636467818751,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.75855903125516,36.089816539501776]}",rr12.csv
329,756.6492713642074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.803474795461135,36.089816539501776]}",rr12.csv
330,756.6492713642074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.84839055966711,36.089816539501776]}",rr12.csv
331,752.6442549270578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.893306323873084,36.089816539501776]}",rr12.csv
332,761.1761213377176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.93822208807906,36.089816539501776]}",rr12.csv
333,605.1912183011009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.98313785228504,36.089816539501776]}",rr12.csv
334,583.9275121250248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.028053616491015,36.089816539501776]}",rr12.csv
335,547.9948034085894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.07296938069699,36.089816539501776]}",rr12.csv
336,547.4843291552246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.117885144902964,36.089816539501776]}",rr12.csv
337,552.2226999135116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.162800909108945,36.089816539501776]}",rr12.csv
338,574.2959243340931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.20771667331492,36.089816539501776]}",rr12.csv
339,611.0476061196866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.252632437520894,36.089816539501776]}",rr12.csv
340,611.0476061196866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.29754820172687,36.089816539501776]}",rr12.csv
341,590.5604470606274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.34246396593284,36.089816539501776]}",rr12.csv
342,634.3166277661803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.387379730138825,36.089816539501776]}",rr12.csv
343,597.8836089144461,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.4322954943448,36.089816539501776]}",rr12.csv
344,603.7194255499053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.477211258550774,36.089816539501776]}",rr12.csv
345,651.1257340057637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.52212702275675,36.089816539501776]}",rr12.csv
346,636.7602871466843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.56704278696272,36.089816539501776]}",rr12.csv
347,617.6364924171794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.611958551168705,36.089816539501776]}",rr12.csv
348,646.7206610734283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.354317153401375,36.13473230370775]}",rr12.csv
349,646.7206610734283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.39923291760735,36.13473230370775]}",rr12.csv
350,674.2416911735199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.444148681813324,36.13473230370775]}",rr12.csv
351,681.3615574816358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.4890644460193,36.13473230370775]}",rr12.csv
352,637.1920677445596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.53398021022527,36.13473230370775]}",rr12.csv
353,662.0833940274315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.578895974431255,36.13473230370775]}",rr12.csv
354,657.8028234589729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.62381173863723,36.13473230370775]}",rr12.csv
355,684.0042859527748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.668727502843204,36.13473230370775]}",rr12.csv
356,702.0073931743391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.71364326704918,36.13473230370775]}",rr12.csv
357,659.9615102778589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.75855903125516,36.13473230370775]}",rr12.csv
358,671.6789259305224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.803474795461135,36.13473230370775]}",rr12.csv
359,671.6789259305224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.84839055966711,36.13473230370775]}",rr12.csv
360,669.8971440699825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.893306323873084,36.13473230370775]}",rr12.csv
361,652.5908056758781,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.93822208807906,36.13473230370775]}",rr12.csv
362,541.037971446631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.98313785228504,36.13473230370775]}",rr12.csv
363,517.4512292430882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.028053616491015,36.13473230370775]}",rr12.csv
364,518.9438396239407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.07296938069699,36.13473230370775]}",rr12.csv
365,565.0754740787681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.117885144902964,36.13473230370775]}",rr12.csv
366,558.1437766145339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.162800909108945,36.13473230370775]}",rr12.csv
367,573.6275772326418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.20771667331492,36.13473230370775]}",rr12.csv
368,595.5427996810097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.252632437520894,36.13473230370775]}",rr12.csv
369,595.5427996810097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.29754820172687,36.13473230370775]}",rr12.csv
370,583.6086375187557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.34246396593284,36.13473230370775]}",rr12.csv
371,578.158511253476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.387379730138825,36.13473230370775]}",rr12.csv
372,567.1224644567283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.4322954943448,36.13473230370775]}",rr12.csv
373,557.1289104760144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.477211258550774,36.13473230370775]}",rr12.csv
374,589.8675038477668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.52212702275675,36.13473230370775]}",rr12.csv
375,589.617536622969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.56704278696272,36.13473230370775]}",rr12.csv
376,612.7654394412311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.611958551168705,36.13473230370775]}",rr12.csv
377,699.3626187063273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.354317153401375,36.179648067913725]}",rr12.csv
378,699.3626187063273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.39923291760735,36.179648067913725]}",rr12.csv
379,703.1040833124353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.444148681813324,36.179648067913725]}",rr12.csv
380,714.8928064078273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.4890644460193,36.179648067913725]}",rr12.csv
381,650.928261368048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.53398021022527,36.179648067913725]}",rr12.csv
382,672.5220570670208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.578895974431255,36.179648067913725]}",rr12.csv
383,669.991429549249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.62381173863723,36.179648067913725]}",rr12.csv
384,695.2974578654394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.668727502843204,36.179648067913725]}",rr12.csv
385,709.410714070611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.71364326704918,36.179648067913725]}",rr12.csv
386,659.8606598756742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.75855903125516,36.179648067913725]}",rr12.csv
387,675.338862087392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.803474795461135,36.179648067913725]}",rr12.csv
388,675.338862087392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.84839055966711,36.179648067913725]}",rr12.csv
389,666.3075265632287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.893306323873084,36.179648067913725]}",rr12.csv
390,644.7999036578694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.93822208807906,36.179648067913725]}",rr12.csv
391,532.1635653329986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.98313785228504,36.179648067913725]}",rr12.csv
392,526.0073699654258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.028053616491015,36.179648067913725]}",rr12.csv
393,518.8488935260712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.07296938069699,36.179648067913725]}",rr12.csv
394,560.8055760495301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.117885144902964,36.179648067913725]}",rr12.csv
395,561.2963111424051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.162800909108945,36.179648067913725]}",rr12.csv
396,555.0411086318938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.20771667331492,36.179648067913725]}",rr12.csv
397,578.06769555457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.252632437520894,36.179648067913725]}",rr12.csv
398,578.06769555457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.29754820172687,36.179648067913725]}",rr12.csv
399,562.324675789565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.34246396593284,36.179648067913725]}",rr12.csv
400,560.0298488247104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.387379730138825,36.179648067913725]}",rr12.csv
401,541.011746687062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.4322954943448,36.179648067913725]}",rr12.csv
402,536.7888441460964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.477211258550774,36.179648067913725]}",rr12.csv
403,571.6914378094516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.52212702275675,36.179648067913725]}",rr12.csv
404,562.5432212058804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.56704278696272,36.179648067913725]}",rr12.csv
405,592.4305594015968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.611958551168705,36.179648067913725]}",rr12.csv
406,765.2612223565957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.354317153401375,36.224563832119706]}",rr12.csv
407,765.2612223565957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.39923291760735,36.224563832119706]}",rr12.csv
408,762.7419948674979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.444148681813324,36.224563832119706]}",rr12.csv
409,744.044540935236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.4890644460193,36.224563832119706]}",rr12.csv
410,684.8154498282001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.53398021022527,36.224563832119706]}",rr12.csv
411,678.0279576942921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.578895974431255,36.224563832119706]}",rr12.csv
412,701.6434304117683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.62381173863723,36.224563832119706]}",rr12.csv
413,725.8582961516022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.668727502843204,36.224563832119706]}",rr12.csv
414,723.9555611763044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.71364326704918,36.224563832119706]}",rr12.csv
415,648.8248681364239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.75855903125516,36.224563832119706]}",rr12.csv
416,616.0691696280129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.803474795461135,36.224563832119706]}",rr12.csv
417,616.0691696280129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.84839055966711,36.224563832119706]}",rr12.csv
418,595.6375057619694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.893306323873084,36.224563832119706]}",rr12.csv
419,524.9389078245815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.93822208807906,36.224563832119706]}",rr12.csv
420,499.1499872486349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.98313785228504,36.224563832119706]}",rr12.csv
421,473.7849125271085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.028053616491015,36.224563832119706]}",rr12.csv
422,495.5697013697047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.07296938069699,36.224563832119706]}",rr12.csv
423,535.658457119418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.117885144902964,36.224563832119706]}",rr12.csv
424,550.4054707371386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.162800909108945,36.224563832119706]}",rr12.csv
425,558.9463897379509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.20771667331492,36.224563832119706]}",rr12.csv
426,558.4820960437289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.252632437520894,36.224563832119706]}",rr12.csv
427,558.4820960437289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.29754820172687,36.224563832119706]}",rr12.csv
428,539.2350522631106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.34246396593284,36.224563832119706]}",rr12.csv
429,545.1121725180541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.387379730138825,36.224563832119706]}",rr12.csv
430,564.4481431327195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.4322954943448,36.224563832119706]}",rr12.csv
431,557.854374469362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.477211258550774,36.224563832119706]}",rr12.csv
432,535.5583658591063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.52212702275675,36.224563832119706]}",rr12.csv
433,505.57102769983794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.56704278696272,36.224563832119706]}",rr12.csv
434,572.1322327373141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[45.611958551168705,36.224563832119706]}",rr12.csv
435,789.2408387771866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.354317153401375,36.26947959632568]}",rr12.csv
436,789.2408387771866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.39923291760735,36.26947959632568]}",rr12.csv
437,791.3293994464984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.444148681813324,36.26947959632568]}",rr12.csv
438,791.6449083970037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.4890644460193,36.26947959632568]}",rr12.csv
439,739.4042473899317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.53398021022527,36.26947959632568]}",rr12.csv
440,712.5620361535694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.578895974431255,36.26947959632568]}",rr12.csv
441,701.2471276856959,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.62381173863723,36.26947959632568]}",rr12.csv
442,710.4216437925352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.668727502843204,36.26947959632568]}",rr12.csv
443,718.8003278465476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[44.71364326704918,36.26947959632568]}",rr12.csv
